id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
5343,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Skechers Women Blue Teal Shoe
51031,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Enamor White Bra
29309,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Wrangler Men Bull Rider Grey T-shirt
7796,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Men Grey Polo T-shirt
17073,Women,Accessories,Belts,Belts,Brown,Winter,2015.0,Casual,Lino Perros Women Weaved  Brown Belt
36227,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Nike Men Air Ralston Mid Lite Brown Shoes
23776,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Oakley Men Black Ducati Sunglasses
24473,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men White Falcon Lea Sports Shoes
28948,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,BIBA Women Ethnic White Kurta
4682,Men,Accessories,Bags,Backpacks,Black,Summer,2011.0,Sports,ADIDAS Men Lfc Black Red Backpack
11637,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Slim Pedal Rose Gold Black Watches
44429,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Gliders Men Black Formal Shoes
52916,Women,Apparel,Saree,Sarees,Black,Summer,2012.0,Ethnic,FNF Printed Black Sari
44382,Men,Personal Care,Fragrance,Deodorant,Green,Spring,2017.0,Casual,ADIDAS Men Pure Game Deo
18674,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Fila Men Sterling White Sports shoes
13461,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Check Black Shirts
55230,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lakme Perfect Radiance Intense Whitening Golden Medium Foundation 03
28890,Women,Apparel,Innerwear,Briefs,Pink,Summer,2012.0,Casual,Enamor Women Dark Pink Regular-Rise Bikini Brief
18521,Women,Apparel,Topwear,Sweatshirts,Black,Summer,2015.0,Casual,C Vox Women Solid 1355 Black Sweatshirt
38529,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Black Sports Shoes
42396,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Flying Machine Women Grey T-shirt
4526,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Puma Men's Tergament Black Beige Silver Shoe
6808,Women,Footwear,Shoes,Casual Shoes,Yellow,Summer,2011.0,Casual,Timberland Women's Prem Wheat Yellow Shoe
40311,Unisex,Footwear,Sandal,Sandals,Pink,Winter,2013.0,Casual,Warner Bros Kids Unisex Pink Sandals
38456,Women,Accessories,Bags,Handbags,Orange,Summer,2015.0,Casual,Baggit Women Orange Tinki Tower Sling Bag
29154,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Top
36260,Men,Apparel,Loungewear and Nightwear,Night suits,Grey,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Black Pyjama Set
30308,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Royal Off White T-shirt
14932,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Status Quo Men Check Black Shorts
34574,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Printed Black Top
18312,Men,Apparel,Topwear,Sweaters,Grey,Summer,2011.0,Casual,Wills Sport Men Grey Striped Sweater
21743,Unisex,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Vans Unisex Classic Slip-On Black Casual Shoes
37556,Girls,Accessories,Gloves,Gloves,Green,Summer,2012.0,Casual,Madagascar 3 Infant Girls Light Green Mittens
21167,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,s.Oliver Women Solid Black Top
33215,Women,Apparel,Topwear,Tops,Off White,Summer,2012.0,Casual,Sepia Women Off White Top
47534,Women,Footwear,Shoes,Flats,Turquoise Blue,Winter,2012.0,Ethnic,Portia Women Turquoise Blue & Gold Flats
9789,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Puma Women Opulence Logo Plus Purple T-Shirts
25984,Women,Personal Care,Fragrance,Deodorant,Purple,Spring,2017.0,Casual,J.Del Pozo Halloween Women Deo
29020,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2013.0,Sports,ADIDAS Men Grey Track Pants
32425,Men,Apparel,Topwear,Tshirts,White,Fall,2012.0,Sports,ADIDAS Men White Polo T-shirt
20945,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,ADIDAS Men Plugged In Blue Flip Flops
45323,Women,Footwear,Shoes,Heels,Brown,Summer,2016.0,Casual,Cobblerz Women Teal Blue & Brown Wedges
33051,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Ethnic,Mother Earth Women Printed Cream Top
25947,Women,Accessories,Scarves,Scarves,Brown,Summer,2012.0,Casual,Femella Women Brown Scarf
31410,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Spykar Men White Innerwear Vest
47555,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Portia Women White Heels
33507,Women,Apparel,Bottomwear,Capris,White,Summer,2012.0,Casual,Doodle Kids Girl  White Capris
24045,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Locomotive Men Printed Red T-shirt
6817,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,Timberland Men Blue Thong Flip Flops
30855,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Kurta
19372,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Redtape Men Brown Formal Shoes
16881,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Police Women Casual Brown Sunglasses
23202,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Highlander Men Brown Check Shirt
50962,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,Lee Womens Blue Maxi Fit Jeans
4605,Women,Accessories,Bags,Backpacks,Green,Winter,2015.0,Casual,Wildcraft Women Green Wiki Backpack
9368,Men,Accessories,Socks,Socks,White,Fall,2011.0,Casual,Puma Men Ftpa White Socks
45643,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Park Avenue Men White Fashion Brief
34136,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Turtle Men Leather Black Wallet
51256,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Formal,Park Avenue Men Brown Belt
13394,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Check White Shirts
56721,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2014.0,Casual,Converse Men Black Shoes
17447,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Analogue Watch BS119
57793,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,,Lotus Herbals Natural Blend Botanical Compact 550
9374,Unisex,Accessories,Socks,Socks,Blue,Fall,2011.0,Casual,Puma Unisex Foundation Blue Socks
51362,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans
39175,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Aneri Women Orange Printed Kurta
13697,Unisex,Accessories,Bags,Backpacks,Red,Fall,2011.0,Casual,Puma Unisex Black Backpack
12139,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,Aurelia Women Solid Purple Kurtas
27373,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Tantra Men Blood Test Purple T-shirt
6398,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Lotto Men Rebel Black Floater
20594,Women,Accessories,Wallets,Wallets,Purple,Winter,2015.0,Casual,Baggit Women Kungfu Baby Purple Wallet
48401,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,French Connection Men Cream T-shirt
10867,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Navy Blue Tough Service Navy T-shirt
16992,Women,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,Puma Women Dizzy  Black Belt
47242,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,Playboy Men Brown Check Canvas Shoes
44593,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black and Brown Reversible Belt
6758,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Timberland Men's Linear Logo Red T-shirt
33361,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Homme Men Black Formal Shoes
37622,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Madagascar3 Boys Red Printed T-Shirt
37566,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Madagascar3 Infant Girls Pink  T-Shirt
32557,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2013.0,Casual,Playboy Men Red Shoes
49117,Women,Personal Care,Lips,Lipstick,Red,Spring,2017.0,Casual,Deborah Red 24 Power 05 Lipstick
22706,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women White Capri II Sports Shoes
33542,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Wrangler Women Suzan Yellow Top
8186,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Locomotive Men Check Lai Grey Shirts
45137,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Smart Casual,CASIO Enticer Women Black Dial Watch A376 LTP-2037A-1CDF
29769,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Wrangler Men American Flag Red Shirt
17621,Girls,Apparel,Bottomwear,Leggings,Pink,Fall,2011.0,Casual,Doodle Girls Lace Bow LT.Pink Leggings
48693,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012.0,Casual,Lucera Women Silver Earrings
12067,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011.0,Ethnic,W Women Grey Printed Kurta
13567,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Hanes Men Racer Back Black Innerwear Vests
37199,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,United Colors of Benetton Boys Check Blue Shorts
37794,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Formal,John Players Men Stripes Brown Shirt
50341,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,Aurelia Women Rust Kurta
34076,Women,Footwear,Shoes,Flats,White,Fall,2012.0,Casual,Clarks Women White Leather Ballerinas
49407,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown Shoes
47091,Boys,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2012.0,Casual,Marvel Boys Yellow and Orange Slippers
54391,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Blue Handbag
5181,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Jimi Hendrix Men's Pop Festival Dark Grey T-shirt
43182,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch
25865,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,American Tourister Unisex Blue Backpack
57708,Women,Personal Care,Lips,Lip Liner,Red,Spring,2017.0,Casual,Lotus Herbals Seduction Red Fire Lip Contour Definer 52
12104,Women,Apparel,Topwear,Kurtis,Brown,Fall,2011.0,Ethnic,W Women Printed Brown Kurtis
51466,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Denizen Men Green Printed T-shirt
5678,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men's Slip On Dark Brown Shoe
45631,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Park Avenue Men White Briefs
22857,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes
38159,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Miami Blues Women Brown Sunglasses
32926,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Status Quo Men Printed Purple T-shirt
33895,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Men Black Dial Watch
24541,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Mother Earth Women Blue Printed Kurta
17553,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey & White Striped Shirt
15298,Unisex,Accessories,Bags,Duffel Bag,Blue,Fall,2011.0,Casual,ADIDAS Originals Unisex Holdall CB Blue Duffle Bag
14600,Men,Accessories,Socks,Socks,White,Summer,2011.0,Casual,United Colors of Benetton Men Pack of 2 White Socks
12445,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Casual,Timberland Men Casual Black Wallets
55524,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,2017.0,Casual,Revlon Skinlights Natural Light Face Illuminator 01
10017,Women,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,Nike Women As The Windru Blue Jackets
21399,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Locomotive Men Printed Grey T-shirt
34172,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Printed Yellow T-shirt
13298,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Gini and Jony Men Solid White Shorts
24698,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men White Check Shirt
45010,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Maxima Men Steel Dial Digital Multifunction Watch
3689,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Lotto Men's Melbourne White Gravity Shoe
12635,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Probase Men Printed Yellow Tshirts
22582,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Nike Men Blue T-shirt
20733,Women,Footwear,Shoes,Heels,Grey,Summer,2012.0,Casual,Enroute Women Grey Heels
4097,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Nike Men's Team Poly Red T-shirt
55222,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Lakme Perfect Defination Walnut Lipliner 02
37743,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Stripes Grey Shirt
33287,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Arrow Sport Men Striped Red Polo T-shirt
2899,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Wedding Collection Gold Heels
1622,Men,Apparel,Topwear,Jackets,Navy Blue,Summer,2016.0,Casual,Reebok Navy Knit Rib Jacket
16062,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Highlander Men Solid Navy Blue Trouser
28549,Women,Apparel,Topwear,Tshirts,Blue,Spring,2012.0,Casual,Nike Women Blue Printed T-shirt
39899,Men,Footwear,Sandal,Sports Sandals,Brown,Summer,2012.0,Casual,ADIDAS Men Brown Sandals
11339,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans
37872,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Hidekraft Men Black Wallet
45362,Women,Footwear,Shoes,Heels,Olive,Summer,2016.0,Casual,Cobblerz Women Olive Green Sandals
44231,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Nike Men Air Max Turbulence+ 18 Grey Sports Shoes
36089,Unisex,Accessories,Headwear,Caps,Brown,Summer,2012.0,Casual,OTLS Unisex Brown Cap
13796,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Mens Stripes Grey & White Striped T-shirt
9792,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger With Red Stitch Line White Shirts
14629,Women,Accessories,Scarves,Scarves,Pink,Summer,2011.0,Casual,United Colors of Benetton Women Solid Pink Scarves
58243,Women,Accessories,Wallets,Wallets,Red,Summer,2012.0,Casual,Baggit Women Red Wallet
58170,Women,Accessories,Bags,Clutches,Red,Fall,2012.0,Casual,Rocky S Women Red Clutch
9706,Men,Footwear,Sandal,Sandals,Black,Winter,2015.0,Casual,Hush Puppies Men Walsh Black Sandals
48421,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,French Connection Men Grey Printed T-shirt
7667,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Wrangler Men's White Crew Length Socks
7056,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Sports,Nike Unisex Trng Max Black Backpack
55056,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,,Lakme Enrich Satins Lipstick 130
27054,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Yelloe Blue Envelope Look Handbag
21943,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Murcia Women Casual Purple Handbag
8795,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Shirt
19033,Women,Footwear,Shoes,Flats,Tan,Winter,2015.0,Casual,Catwalk Women Mary Jane Tan Casual Shoes
37410,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Murcia Women Envelope Green Handbag
44784,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Casual,Lotto Men White Torcida Shoes
54599,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Sushilas Women Printed Blue Kurta
24385,Women,Apparel,Topwear,Kurtas,Off White,Fall,2011.0,Ethnic,Folklore Women Off White Printed Kurta
2313,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Nike Womens Green Polo T-shirt
25925,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Femella Women Purple T-Shirt
45969,Women,Apparel,Topwear,Tops,Grey Melange,Summer,2012.0,Casual,Tokyo Talkies Women Grey Melange Printed Top
17990,Men,Accessories,Ties,Ties,Navy Blue,Fall,2011.0,Formal,Reid & Taylor Men Stripes Navy Blue Tie
55181,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous Pearl Pink Nail Polish 16
6665,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Lunarglide 2 Grey Yellow Shoe
12235,Men,Apparel,Topwear,Shirts,Maroon,Winter,2011.0,Formal,Genesis Maroon Formal Shirt
31264,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Pounce Graphic Red T-shirt
33429,Women,Accessories,Bags,Handbags,Teal,Fall,2012.0,Casual,Baggit Women Naughty Lips Teal Handbag
45598,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes
25706,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Mumbai Slang Women Printed Pink Top
57289,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,French Connection Men Blue & Brown Shirt
11515,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Lifestyle Black Heels
57503,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Lee Cooper Men Brown Sandals
13363,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Jeunes Brown Casual Shoes
42134,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Nike Men Khaki Dunk High Casual Shoes
34533,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men Black Shoes
45186,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A634
7870,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Polo T-shirt
7463,Men,Apparel,Topwear,Tshirts,Burgundy,Summer,2011.0,Casual,Proline Men Burgundy Printed T-shirt
23855,Men,Footwear,Shoes,Casual Shoes,Yellow,Summer,2011.0,Casual,ADIDAS Men Yellow Color Blast Casual Shoes
46104,Men,Footwear,Flip Flops,Flip Flops,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Flip Flops
53125,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Myntra Women Green T-shirt
58675,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,ALayna Women Multi Coloured Kurta
33229,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,New Hide Unisex Black Leather Laptop Bag
58905,Men,Accessories,Ties,Ties,Maroon,Summer,2012.0,Casual,Hakashi Men Maroon Silk Tie
37601,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Madagascar3 Boys White Printed T-Shirt
54407,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Sling Bag
38836,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Latin Quarters Women Blue Dress
39028,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Watch A642
8098,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Hip Hop Analog Black Watch
8371,Girls,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Doodle Girl's Dont Worry Hippie Yellow Teen Kidswear
53631,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Amante Purple Bra-BGDR01
24950,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue T-shirt
40022,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White Polo T-shirt
56495,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,,Streetwear Quick Dry Panache Pink Nail Polish 11
12374,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Reid & Taylor Men Stripes White Shirts
30836,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Women White Chikankari Kurta
32456,Men,Apparel,Bottomwear,Track Pants,Black,Spring,2013.0,Sports,ADIDAS Men Black Track Pants
15012,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,ADIDAS Men Solid Blue Jackets
27796,Men,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Bulchee Men Black Wallet
21959,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Murcia Women Casual Grey Handbag
